Referência (na ocasião do registro ou da renovação de adequação a RDC 134/2003);Princípio ativo;Nome comercial do medicamento similar;Detentor do registro do medicamento similar;Forma Farmacêutica;Concentração;Data da inclusão
Natrilix SR;indapamida;Salida;SUPERA FARMA LABORATÓRIOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA;1,5 MG;01/06/2015
Natrilix SR;indapamida;Vasotrilix;EMS S/A;COMPRIMIDO REVESTIDO;1,5 MG;15/12/2014
Navelbine;tartarato de vinorelbina;Evotabina;EVOLABIS PRODUTOS FARMACÊUTICOS LTDA;SOLUÇÃO INJETÁVEL;10 MG/ML;15/12/2014
Navelbine;ditartarato de vinorelbina;Norelbin;EUROFARMA LABORATÓRIOS S.A.;SOLUÇÃO INJETÁVEL;10 MG/ML;15/12/2014
Navelbine;ditartarato de vinorelbina;Oncobine;MEIZLER UCB BIOPHARMA S.A.;SOLUÇÃO INJETÁVEL;10 MG/ML;15/12/2014
Navelbine;tartarato de vinorelbina;Tevavinor;TEVA FARMACÊUTICA LTDA.;SOLUÇÃO INJETÁVEL;10 MG/ML;15/12/2014
Navelbine;ditartarato de vinorelbina;Vilne;CHEMICALTECH IMPORTAÇÃO EXPORTAÇÃO E COMÉRCIO DE PRODUTOS FARMACÊUTICOS E HOSPITALARES LTDA;SOLUÇÃO INJETÁVEL;10 MG/ML;15/12/2014
Nebido;undecilato de testosterona;Atesto;SUPERA FARMA LABORATÓRIOS S.A;SOLUÇÃO INJETÁVEL;250 MG/ML;30/09/2019
Nebido;undecilato de testosterona;Daem;MOMENTA FARMACÊUTICA LTDA.;SOLUÇÃO INJETÁVEL;250 MG/ML;30/11/2018
Nebido;undecilato de testosterona;Hormus;EUROFARMA LABORATÓRIOS S.A.;SOLUÇÃO INJETÁVEL;250 MG/ML;31/08/2018
Nebido;undecilato de testosterona;Nuvivan;SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;250 MG/ML;13/11/2015
Nebilet;cloridrato de nebivolol;Bivolet;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;5 MG;31/08/2016
Nebilet;cloridrato de nebivolol;Lobeat;ABBOTT LABORATÓRIOS DO BRASIL LTDA;COMPRIMIDO SIMPLES;5 MG;28/02/2017
Nebilet;cloridrato de nebivolol;Lobivon;BIOLAB SANUS FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;30/06/2016
Nebilet;cloridrato de nebivolol;Nebic;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO;5 MG;11/05/2020
Nebilet;cloridrato de nebivolol;Nebipre;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO;5 MG;11/05/2020
Nebilet;cloridrato de nebivolol;Nebitah;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;5 MG;09/12/2019
Nebilet;cloridrato de nebivolol;Neblock;TORRENT DO BRASIL LTDA;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Nebilet;cloridrato de nebivolol;Nebudrat;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;28/02/2017
Nebilet;cloridrato de nebivolol;Teubiliv;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;5 MG;31/08/2016
Neozine;maleato de levomepromazin a;Levozine;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;25 MG;31/08/2017
Neozine;maleato de levomepromazin a;Levozine;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;COMPRIMIDO REVESTIDO;100 MG;31/08/2017
Neurontin;gabapentina;Empak;BIOLAB SANUS FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;300 MG;30/09/2019
Neurontin;gabapentina;Empak;BIOLAB SANUS FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;400 MG;30/09/2019
Neurontin;gabapentina;Gabaneurin;EMS SIGMA PHARMA LTDA;CÁPSULA GELATINOSA DURA;300 MG;15/12/2014
Neurontin;gabapentina;Gabaneurin;EMS SIGMA PHARMA LTDA;CÁPSULA GELATINOSA DURA;400 MG;15/12/2014
Neurontin;gabapentina;Gabaneurin;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO;600 MG;15/12/2015
Neurontin;gabapentina;Gabarontin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO;600 MG;15/12/2014
Neurontin;gabapentina;Gabarontin;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO;400 MG;15/12/2014
Neurontin;gabapentina;Gabatin;TORRENT DO BRASIL LTDA;CÁPSULA GELATINOSA DURA;300 MG;15/12/2014
Neurontin;gabapentina;Gabatin;TORRENT DO BRASIL LTDA;CÁPSULA GELATINOSA DURA;400 MG;15/12/2014
Neurontin;gabapentina;Gabatin;TORRENT DO BRASIL LTDA;COMPRIMIDO REVESTIDO;600 MG;15/12/2014
Neurontin;gabapentina;Gamibetal;ACTAVIS FARMACEUTICA LTDA.;CÁPSULA GELATINOSA DURA;300 MG;15/12/2014
Neurontin;gabapentina;Gamibetal;ACTAVIS FARMACEUTICA LTDA.;CÁPSULA GELATINOSA DURA;400 MG;15/12/2014
Neurontin;gabapentina;Gapem;PRATI DONADUZZI & CIA LTDA;CÁPSULA GELATINOSA DURA;300 MG;09/12/2019
Neurontin;gabapentina;Gapem;PRATI DONADUZZI & CIA LTDA;CÁPSULA GELATINOSA DURA;400 MG;09/12/2019
Neurontin;gabapentina;Neurizen;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;600 MG;15/12/2014
Neurontin;gabapentina;Neurocontrol;LABORATÓRIO TEUTO BRASILEIRO S/A;CÁPSULA GELATINOSA DURA;300 MG;15/12/2014
Neurontin;gabapentina;Neurocontrol;LABORATÓRIO TEUTO BRASILEIRO S/A;CÁPSULA GELATINOSA DURA;400 MG;15/12/2014
Neurontin;gabapentina;Progaba;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;300 MG;31/10/2016
Neurontin;gabapentina;Progaba;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;CÁPSULA GELATINOSA DURA;400 MG;31/10/2016
Nexium;esomeprazol magnésio;Ésio;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO COM REVESTIMENTO ENTÉRICO;20 MG;31/08/2017
Nexium;esomeprazol magnésio;Ésio;EUROFARMA LABORATÓRIOS S.A.;COMPRIMIDO COM REVESTIMENTO ENTÉRICO;40 MG;31/08/2017
Nexium;esomeprazol magnésio;Esmog;EMS S/A;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;20 MG;31/12/2017
Nexium;esomeprazol magnésio;Esmog;EMS S/A;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;40 MG;31/12/2017
Nexium;esomeprazol magnésio;Esogastro;EMS S/A;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Nexium;esomeprazol magnésio;Esogastro;EMS S/A;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Nexium;esomeprazol magnésio;Esometrat;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;20 MG;13/09/2015
Nexium;esomeprazol magnésio;Esometrat;ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;40 MG;13/09/2015
Nexium;esomeprazol magnésio;Esomex;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;20 MG;15/12/2014
Nexium;esomeprazol magnésio;Esomex;EMS SIGMA PHARMA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;40 MG;15/12/2014
Nexium;esomeprazol magnésio;Esoneo;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;20 MG;13/09/2015
Nexium;esomeprazol magnésio;Esoneo;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;40 MG;13/09/2015
Nexium;esomeprazol magnésio;Esop;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;40 MG;15/12/2014
Nexium;esomeprazol magnésio;Esop;NOVA QUIMICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;20 MG;15/12/2014
Nexium;esomeprazol magnésio;Esopump;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;20 MG;15/12/2015
Nexium;esomeprazol magnésio;Esopump;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO REVESTIDO DE LIBERAÇÃO RETARDADA;40 MG;15/12/2015
Nexium;esomeprazol magnésio;Ezobloc;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;13/11/2015
Nexium;esomeprazol magnésio;Ezobloc;DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;40 MG;13/11/2015
Nexium;esomeprazol magnésio;Gaeso;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;20 MG;30/11/2018
Nexium;esomeprazol magnésio;Gaeso;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;40 MG;30/11/2018
Nexium;esomeprazol magnésio;Mezolium;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Nexium;esomeprazol magnésio;Mezolium;GERMED FARMACEUTICA LTDA;COMPRIMIDO REVESTIDO;40 MG;15/12/2014
Nexium;esomeprazol magnésio;Neximez;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO COM REVESTIMENTO ENTERICO;20 MG;13/09/2015
Nexium;esomeprazol magnésio;Neximez;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO COM REVESTIMENTO ENTERICO;40 MG;13/09/2015
Nexium;esomeprazol magnésio;Nexprazin;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;40 MG;15/12/2014
Nexium;esomeprazol magnésio;Nexprazin;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;20 MG;15/12/2014
Nexium IV;esomeprazol sódico;Ésio;EUROFARMA LABORATÓRIOS S.A.;PÓ LIÓFILO PARA SOLUÇÃO INJETÁVEL;40 MG;15/12/2014
Nexium IV;esomeprazol sódico;Sompraz Iv;TKS FARMACÊUTICA LTDA;PÓ LIÓFILO PARA SOLUÇÃO INJETÁVEL;40 MG;15/12/2014
Nexium IV;esomeprazol sódico;Yesom;CAMBER FARMACEUTICA LTDA;PÓ LIÓFILO PARA SOLUÇÃO INJETÁVEL;40 MG;11/05/2020
Nimbium;besilato de cisatracúrio;Bedeci;EMS S/A;SOLUÇÃO INJETÁVEL;2 MG/ML;31/10/2017
Nimbium;besilato de cisatracúrio;Cis;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;SOLUÇÃO INJETÁVEL;2 MG/ML;15/12/2014
Nimbium;besilato de cisatracúrio;Nosint;BIOSINTÉTICA FARMACÊUTICA LTDA;SOLUÇÃO INJETÁVEL;2 MG/ML;30/04/2018
Nisulid;nimesulida;Cimelide;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO SIMPLES;100 MG;15/12/2014
Nisulid;nimesulida;Cimelide;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Nisulid;nimesulida;Inflalid;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;SUSPENSÃO ORAL;50 MG/ML;31/10/2016
Nisulid;nimesulida;Inflalid;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;100 MG;31/10/2016
Nisulid;nimesulida;Maxsulid 100;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;COMPRIMIDO SIMPLES;100 MG;30/09/2019
Nisulid;nimesulida;Myzildrem;MYLAN LABORATORIOS LTDA;COMPRIMIDO SIMPLES;100 MG;30/06/2018
Nisulid;nimesulida;Neosulida;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;100 MG;30/06/2016
Nisulid;nimesulida;Niflag;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;100 MG;30/09/2019
Nisulid;nimesulida;Niflag;NOVA QUIMICA FARMACÊUTICA S/A;SUSPENSÃO ORAL;50 MG/ML;30/09/2019
Nisulid;nimesulida;Nilive;MOMENTA FARMACÊUTICA LTDA.;SUSPENSÃO ORAL;50 MG/ML;31/03/2016
Nisulid;nimesulida;Nilive;MOMENTA FARMACÊUTICA LTDA.;COMPRIMIDO SIMPLES;100 MG;31/03/2016
Nisulid;nimesulida;Nimelit;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Nisulid;nimesulida;Nimelit;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;100 MG;15/12/2014
Nisulid;nimesulida;Nimesilam;EMS SIGMA PHARMA LTDA;SUSPENSÃO ORAL;50 MG/ML;31/12/2016
Nisulid;nimesulida;Nimesilam;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;100 MG;31/12/2016
Nisulid;nimesulida;Nimesulix;LABORATÓRIO TEUTO BRASILEIRO S/A;SUSPENSÃO ORAL;50 MG/ML;15/12/2014
Nisulid;nimesulida;Nisoflan;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;SUSPENSÃO ORAL;50 MG/ML;31/03/2019
Nisulid;nimesulida;Nisufar;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;COMPRIMIDO SIMPLES;100 MG;15/12/2014
Nisulid;nimesulida;Nortlid;NORTIS FARMACÊUTICA LTDA - EPP;COMPRIMIDO SIMPLES;100 MG;30/11/2018
Nisulid;nimesulida;Nortlid;NORTIS FARMACÊUTICA LTDA - EPP;SUSPENSÃO ORAL;50 MG/ML;30/11/2018
Nisulid;nimesulida;Nortlid;NORTIS FARMACÊUTICA LTDA - EPP;SUPOSITÓRIO RETAL;100 MG;30/11/2018
Nisulid;nimesulida;Nortlid;NORTIS FARMACÊUTICA LTDA - EPP;COMPRIMIDO DISPERSÍVEL;100 MG;30/11/2018
Nisulid;nimesulida;Optaflan;LABORATÓRIO GLOBO LTDA;COMPRIMIDO SIMPLES;100 MG;30/09/2019
Nisulid;nimesulida;Prexulid;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;COMPRIMIDO PARA SUSPENSÃO;100 MG;11/05/2020
Nisulid;nimesulida;Scaflogin;LABORATÓRIO GLOBO LTDA;COMPRIMIDO SIMPLES;100 MG;26/01/2016
Nisulid;nimesulida;Scalid;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;COMPRIMIDO SIMPLES;100 MG;30/04/2017
Nisulid;nimesulida;Uciton;UCI - FARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;100 MG;31/10/2016
Nisulid;nimesulida;Zuflam;SUPERA FARMA LABORATÓRIOS S.A;SUSPENSÃO ORAL;50 MG/ML;30/03/2015
Nizoral;cetoconazol;Candoral;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A.;COMPRIMIDO SIMPLES;200 MG;27/02/2015
Nizoral;cetoconazol;Cetomed;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Nizoral;cetoconazol;Cetomicoss;LABORATÓRIO GLOBO LTDA;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Nizoral;cetoconazol;Cetoneo;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Nizoral;cetoconazol;Izonax;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Nizoral;cetoconazol;Lozan;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;200 MG;28/02/2017
Nizoral;cetoconazol;Meradizol;INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;COMPRIMIDO SIMPLES;200 MG;15/12/2014
Nizoral;cetoconazol;Noriderm;EMS S/A;COMPRIMIDO SIMPLES;200 MG;30/09/2019
Nizoral;cetoconazol;Zolmicol;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;200 MG;26/01/2016
Nolvadex;citrato de tamoxifeno;Festone;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;10 MG;15/12/2014
Nolvadex;citrato de tamoxifeno;Festone;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;20 MG;15/12/2014
Nolvadex;citrato de tamoxifeno;Tacfen;EMS S/A;COMPRIMIDO REVESTIDO;10 MG;31/08/2018
Nolvadex;citrato de tamoxifeno;Tacfen;EMS S/A;COMPRIMIDO REVESTIDO;20 MG;31/08/2018
Nolvadex;citrato de tamoxifeno;Taxofen;BLAU FARMACÊUTICA S.A.;COMPRIMIDO REVESTIDO;10 MG;27/02/2015
Nolvadex;citrato de tamoxifeno;Taxofen;BLAU FARMACÊUTICA S.A.;COMPRIMIDO REVESTIDO;20 MG;27/02/2015
Nordette;levonorgestrel + etinilestradiol;Ciclofemme;MABRA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;0,15 MG + 0,03 MG;31/08/2016
Nordette;levonorgestrel + etinilestradiol;Lofert;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;COMPRIMIDO REVESTIDO;0,15 MG + 0,03 MG;30/06/2017
Norvasc;besilato de anlodipino;Alivpress;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Norvasc;besilato de anlodipino;Alivpress;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Amlodil;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Norvasc;besilato de anlodipino;Amlodil;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Amlovasc;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Norvasc;besilato de anlodipino;Amlovasc;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Anlo;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;5 MG;31/10/2016
Norvasc;besilato de anlodipino;Anlo;EMS SIGMA PHARMA LTDA;COMPRIMIDO SIMPLES;10 MG;31/10/2016
Norvasc;besilato de anlodipino;Anlusbed;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;5 MG;30/09/2019
Norvasc;besilato de anlodipino;Anlusbed;NOVA QUIMICA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;10 MG;30/09/2019
Norvasc;besilato de anlodipino;Besilapin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;5 MG;31/10/2016
Norvasc;besilato de anlodipino;Besilapin;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;COMPRIMIDO SIMPLES;10 MG;31/10/2016
Norvasc;besilato de anlodipino;Cordarex;BIOSINTÉTICA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;5 MG;31/08/2018
Norvasc;besilato de anlodipino;Cordarex;BIOSINTÉTICA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;10 MG;31/08/2018
Norvasc;besilato de anlodipino;Nicord;MARJAN INDÚSTRIA E COMÉRCIO LTDA;COMPRIMIDO SIMPLES;5 MG;05/01/2015
Norvasc;besilato de anlodipino;Nicord;MARJAN INDÚSTRIA E COMÉRCIO LTDA;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Roxflan;MERCK S/A;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Norvasc;besilato de anlodipino;Roxflan;MERCK S/A;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Tendipina;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;5 MG;15/12/2014
Norvasc;besilato de anlodipino;Tendipina;ACTAVIS FARMACEUTICA LTDA.;COMPRIMIDO SIMPLES;10 MG;15/12/2014
Norvasc;besilato de anlodipino;Tenlopin;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;5 MG;30/06/2016
Norvasc;besilato de anlodipino;Tenlopin;LABORATÓRIO TEUTO BRASILEIRO S/A;COMPRIMIDO SIMPLES;10 MG;30/06/2016
Norvasc;besilato de anlodipino;Tensaliv;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;5 MG;28/02/2017
Norvasc;besilato de anlodipino;Tensaliv;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;COMPRIMIDO SIMPLES;10 MG;28/02/2017
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Belflarzol;BELFAR LTDA;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;30/09/2019
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Betricort;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;26/01/2015
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Betricort;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;15/12/2014
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Cbequim;NOVA QUIMICA FARMACÊUTICA S/A;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;17/06/2019
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Cbequim;NOVA QUIMICA FARMACÊUTICA S/A;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;17/06/2019
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Cetocort-N;LABORATÓRIO TEUTO BRASILEIRO S/A;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;30/04/2017
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Cetocort-N;LABORATÓRIO TEUTO BRASILEIRO S/A;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;31/10/2016
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Cimecort;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;13/11/2015
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Citriconex;ONEFARMA INDUSTRIA FARMACEUTICA LTDA;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;31/08/2017
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Emscort;EMS S/A;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;15/12/2014
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Emscort;EMS S/A;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;15/12/2014
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Knortex;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;09/12/2019
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Knortex;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;09/12/2019
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Naderm;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;POMADA DERMATOLÓGIC A;20 MG/G + 0,64 MG/G + 2,5 MG/G;15/12/2014
Novacort;cetoconazol + dipropionato de betametasona + sulfato de neomicina;Naderm;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CREME DERMATOLÓGIC O;20 MG/G + 0,64 MG/G + 2,5 MG/G;15/12/2014
Novalgina;dipirona;Santidor;SANTISA LABORATÓRIO FARMACÊUTICO S/A;SOLUÇÃO INJETÁVEL;500 MG/ML;31/03/2019
Novanlo;besilato de levanlodipino;Atelop;EMS S/A;COMPRIMIDO SIMPLES;2,5 MG;31/08/2018
Novanlo;besilato de levanlodipino;Atelop;EMS S/A;COMPRIMIDO SIMPLES;5 MG;31/08/2018
Novanlo;besilato de levanlodipino;Cor-Select;AVERT LABORATÓRIOS LTDA;COMPRIMIDO SIMPLES;2,5 MG;30/06/2016
Novanlo;besilato de levanlodipino;Cor-Select;AVERT LABORATÓRIOS LTDA;COMPRIMIDO SIMPLES;5 MG;30/06/2016
Novonorm;repaglinida + meglumina + repaglinida;Posprand;GLENMARK FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;0,5 MG;15/12/2014
Novonorm;repaglinida + meglumina + repaglinida;Posprand;GLENMARK FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Novonorm;repaglinida + meglumina + repaglinida;Posprand;GLENMARK FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Novonorm;repaglinida;Diaglinida;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;0,5 MG;15/12/2014
Novonorm;repaglinida;Diaglinida;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;1 MG;15/12/2014
Novonorm;repaglinida;Diaglinida;GERMED FARMACEUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Novonorm;repaglinida;Niglin;EMS S/A;COMPRIMIDO SIMPLES;2 MG;15/12/2014
Novonorm;repaglinida;Reglinid;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;COMPRIMIDO SIMPLES;2 MG;15/12/2014
